from,to,count
XBP1,LOX,10
XBP1,P4HA3,10
XBP1,MECR,10
XBP1,LRRC59,10
XBP1,CHRDL2,10
XBP1,MED19,10
XBP1,PRKAG1,10
XBP1,ERLEC1,10
XBP1,FLOT1,10
XBP1,SF3A3,10
XBP1,DAD1,10
XBP1,POLR2H,10
XBP1,DNAJB6,10
XBP1,DPM2,10
XBP1,PPIC,10
XBP1,MMADHC,10
XBP1,RNASEH1,10
XBP1,TES,10
XBP1,YWHAH,10
XBP1,CREB3,10
XBP1,SPG21,10
XBP1,POLR2K,10
XBP1,ARL5A,10
XBP1,CNN2,10
XBP1,RAB34,10
XBP1,APH1A,10
XBP1,MGST3,10
XBP1,NDUFAF3,10
XBP1,CALR,10
XBP1,COX8A,10
XBP1,CAPZB,10
XBP1,MEA1,10
XBP1,BABAM1,10
XBP1,HAT1,10
XBP1,ERCC1,10
XBP1,HNRNPC,10
XBP1,MYL9,10
XBP1,RPL31,10
XBP1,MRPS18A,10
XBP1,MOB4,10
XBP1,SNX17,10
XBP1,UBE2E3,10
XBP1,YIF1B,10
XBP1,SNHG18,10
XBP1,PET117,10
XBP1,GMPPB,10
XBP1,PDIA5,10
XBP1,GOLT1B,10
XBP1,GPX7,10
XBP1,NECTIN2,10
XBP1,COMTD1,10
XBP1,ZFPL1,10
XBP1,FSCN1,10
XBP1,AHCYL1,10
XBP1,GOLIM4,10
XBP1,PDHA1,10
XBP1,CRABP2,10
XBP1,MLF2,10
XBP1,GOPC,10
XBP1,TP53I13,10
XBP1,MAX,10
XBP1,UQCRFS1,10
XBP1,MTHFD2,10
XBP1,RAB2A,10
XBP1,BTG3,10
XBP1,TNFRSF12A,10
XBP1,FASTK,10
XBP1,LAPTM4A,10
XBP1,COPZ1,10
XBP1,CSRP2,10
XBP1,ANXA2,10
XBP1,TMEM204,10
XBP1,PRPSAP1,10
XBP1,RPP25,10
XBP1,VDAC1,10
XBP1,ATP1B1,10
XBP1,PTP4A1,10
XBP1,HTRA3,10
XBP1,GARS,10
XBP1,AP3S1,10
XBP1,RANGRF,10
XBP1,SRP72,10
XBP1,CXorf40B,10
XBP1,ATP6V1G1,10
XBP1,FAM114A1,10
XBP1,RWDD1,10
XBP1,MFSD5,10
XBP1,PRPS1,10
XBP1,POLR3D,10
XBP1,CNN1,10
XBP1,C3orf14,10
XBP1,MAGOHB,10
XBP1,CD47,10
XBP1,TIMM17A,10
XBP1,HES4,10
XBP1,IL6,10
XBP1,PGRMC1,10
XBP1,RNH1,10
XBP1,IDH2,10
XBP1,SLC38A5,10
XBP1,CNN3,10
XBP1,DDX1,10
XBP1,PPP2CA,10
XBP1,NUDT9,10
XBP1,TSKU,10
XBP1,PEA15,10
XBP1,CTSK,10
XBP1,S100A16,10
XBP1,C12orf75,10
XBP1,HOXC10,10
XBP1,CDC42,10
XBP1,TPBG,10
XBP1,CD9,10
XBP1,PDLIM7,10
XBP1,BET1,10
XBP1,PSMB3,10
XBP1,FXYD5,10
XBP1,SH3BGRL,10
XBP1,FSTL1,10
XBP1,TRAPPC3,10
XBP1,CALB2,10
XBP1,TUBB6,10
XBP1,OTUB1,10
XBP1,MRPL23,10
XBP1,AXL,10
XBP1,WDR1,10
XBP1,SNRPD2,10
XBP1,FKBP7,10
XBP1,THAP11,10
XBP1,AKR1A1,10
XBP1,SRP54,10
XBP1,HSPA8,10
XBP1,RAB5C,10
XBP1,SLC31A1,10
XBP1,APMAP,10
XBP1,PGM3,10
XBP1,MRPL14,10
XBP1,LOXL1,10
XBP1,LCMT1,10
XBP1,WTAP,10
XBP1,TMBIM1,10
XBP1,PRELID3B,10
XBP1,SIL1,10
XBP1,SIGMAR1,10
XBP1,MPDU1,10
XBP1,TUBB2A,10
XBP1,MAP2K1,10
XBP1,TMEM243,10
XBP1,DPH3,10
XBP1,TMEM9B,10
XBP1,BTF3L4,10
XBP1,STRAP,10
XBP1,JMJD8,10
XBP1,PARL,10
XBP1,DEF8,10
XBP1,UQCR11,10
XBP1,SBDS,10
XBP1,GTF2E2,10
XBP1,RNF7,10
XBP1,TPD52L2,10
XBP1,IMP4,10
XBP1,SNAP23,10
XBP1,MANF,10
XBP1,EEF1E1,10
XBP1,SERBP1,10
XBP1,PRCC,10
XBP1,YPEL5,10
XBP1,ARPC1A,10
XBP1,KRAS,10
XBP1,SARAF,10
XBP1,ERGIC3,10
XBP1,C9orf16,10
XBP1,TMEM216,10
XBP1,PSMD11,10
XBP1,RALY,10
XBP1,SLC39A1,10
XBP1,EMC8,10
XBP1,RBMX2,10
XBP1,EIF5B,10
XBP1,NUS1,10
XBP1,ATP1B3,10
XBP1,ID3,10
XBP1,UGP2,10
XBP1,COX7B,10
XBP1,CCDC167,10
XBP1,PPP6C,10
XBP1,NDUFC1,10
XBP1,SPAG7,10
XBP1,SLC25A3,10
XBP1,CRIP2,10
XBP1,CDK2AP2,10
XBP1,VOPP1,10
XBP1,NXT1,10
XBP1,IER5,10
XBP1,MRPS10,10
XBP1,PRDX1,10
XBP1,AQP1,10
XBP1,ACKR4,10
XBP1,GLT8D2,10
XBP1,C9orf78,10
XBP1,C17orf58,10
XBP1,CERS2,10
XBP1,SLC35B3,10
XBP1,MARCH2,10
XBP1,MORF4L1,10
XBP1,NME4,10
XBP1,SERPINB8,10
XBP1,FAM229B,10
XBP1,CCDC12,10
XBP1,IMPA2,10
XBP1,ANAPC13,10
XBP1,MCTS1,10
XBP1,RPL17,10
XBP1,PLOD1,10
XBP1,TWIST2,10
XBP1,SARS,10
XBP1,HPRT1,10
XBP1,CAV2,10
XBP1,UBE2A,10
XBP1,PGAM1,10
XBP1,EIF2S1,10
XBP1,ANAPC16,10
XBP1,CHMP3,10
XBP1,FAM98A,10
XBP1,UXS1,10
XBP1,DEDD2,10
XBP1,VPS26B,10
XBP1,CKLF,10
XBP1,PCMT1,10
XBP1,HSD17B10,10
XBP1,ALKBH5,10
XBP1,NDUFS8,10
XBP1,WDR18,10
XBP1,YEATS4,10
XBP1,RAB18,10
XBP1,PITHD1,10
XBP1,DNAJC3,10
XBP1,TMED4,10
XBP1,NIPSNAP3A,10
XBP1,PLPP1,10
XBP1,UROS,10
XBP1,TBCB,10
XBP1,POLR2I,10
XBP1,NDUFS7,10
XBP1,POP4,10
XBP1,PPP1R14B,10
XBP1,IMPDH2,10
XBP1,DDX41,10
XBP1,CHMP2B,10
XBP1,LUM,10
XBP1,PSMA2,10
XBP1,RAB23,10
XBP1,C16orf45,10
XBP1,NAA10,10
XBP1,PREB,10
XBP1,SMARCB1,10
XBP1,SERPINF1,10
XBP1,OSTC,10
XBP1,COPZ2,10
XBP1,CHST12,10
XBP1,TMEM248,10
XBP1,PGRMC2,10
XBP1,AHCY,10
XBP1,EIF1,10
XBP1,RAD23B,10
XBP1,EMC10,10
XBP1,YIF1A,10
XBP1,RTCB,10
XBP1,TMEM115,10
XBP1,SRP68,10
XBP1,SAE1,10
XBP1,RIOK2,10
XBP1,REXO2,10
XBP1,SGCB,10
XBP1,UBB,10
XBP1,H3F3B,10
XBP1,TWF2,10
XBP1,MPC2,10
XBP1,PRDX3,10
XBP1,YARS,10
XBP1,APRT,10
XBP1,NAA50,10
XBP1,PLAUR,10
XBP1,RIPK2,10
XBP1,RAB4A,10
XBP1,EBP,10
XBP1,ARL3,10
XBP1,EIF1AX,10
XBP1,SRSF2,10
XBP1,LSM7,10
XBP1,PAIP1,10
XBP1,DLD,10
XBP1,METTL9,10
XBP1,ARPC5,10
XBP1,EEF1AKMT1,10
XBP1,TUBA1C,10
XBP1,ALDH1B1,10
XBP1,ARL6IP4,10
XBP1,RABEPK,10
XBP1,SCAMP3,10
XBP1,CAPZA2,10
XBP1,LRRN1,10
XBP1,IAH1,10
XBP1,YWHAE,10
XBP1,PFN2,10
XBP1,PDIA3,10
XBP1,ACP1,10
XBP1,FUCA2,10
XBP1,TUBB,10
XBP1,CDK2AP1,10
XBP1,PSMA4,10
XBP1,EIF4G2,10
XBP1,VAPA,10
XBP1,HDAC2,10
XBP1,IDH3A,10
XBP1,HRAS,10
XBP1,ZC3H15,10
XBP1,TMED3,10
XBP1,PRDX5,10
XBP1,MRPL57,10
XBP1,FBL,10
XBP1,GPX8,10
XBP1,TNFAIP6,10
XBP1,MFF,10
XBP1,GOLGA7,10
XBP1,CXCL2,10
XBP1,PTDSS1,10
XBP1,CISD3,10
XBP1,PMP22,10
XBP1,ASPN,10
XBP1,SEC61G,10
XBP1,CHCHD3,10
XBP1,POLR3H,10
XBP1,MRPL41,10
XBP1,CERCAM,10
XBP1,HTRA1,10
XBP1,SNRNP27,10
XBP1,PPDPF,10
XBP1,KLF6,10
XBP1,TMEM11,10
XBP1,RBM3,10
XBP1,SRP19,10
XBP1,RBCK1,10
XBP1,TALDO1,10
XBP1,PSMD9,10
XBP1,RNF181,10
XBP1,RHOC,10
XBP1,BPGM,10
XBP1,OAT,10
XBP1,FAM57A,10
XBP1,UBE2D1,10
XBP1,PTGES2,10
XBP1,CADM1,10
XBP1,CHST14,10
XBP1,TGFB1I1,10
XBP1,PXDC1,10
XBP1,PSMA7,10
XBP1,SEPT11,10
XBP1,SLC39A6,10
XBP1,FUNDC2,10
XBP1,LGMN,10
XBP1,KXD1,10
XBP1,UBE2E2,10
XBP1,EFEMP2,10
XBP1,RPS27L,10
XBP1,STX10,10
XBP1,RPS17,10
XBP1,RNF121,10
XBP1,BACE2,10
XBP1,SDC2,10
XBP1,YBX1,10
XBP1,PPA2,10
XBP1,IMPAD1,10
XBP1,KDELC1,10
XBP1,RABAC1,10
XBP1,SIRT2,10
XBP1,ZMAT5,10
XBP1,AUP1,10
XBP1,GDE1,10
XBP1,HDGF,10
XBP1,GMPPA,10
XBP1,IFRD2,10
XBP1,HSPA13,10
XBP1,CNPY2,10
XBP1,FTSJ1,10
XBP1,THOC6,10
XBP1,NUCB1,10
XBP1,RCN3,10
XBP1,CLDND1,10
XBP1,CMPK1,10
XBP1,SERTAD3,10
XBP1,GLO1,10
XBP1,NDUFB2,10
XBP1,PRAF2,10
XBP1,VKORC1,10
XBP1,DCTN2,10
XBP1,CNIH4,10
XBP1,KPNA3,10
XBP1,PRR13,10
XBP1,SHISA4,10
XBP1,GIPC1,10
XBP1,EI24,10
XBP1,TMEM147,10
XBP1,LRPAP1,10
XBP1,NIFK,10
XBP1,ILF2,10
XBP1,POLR2G,10
XBP1,YWHAQ,10
XBP1,MAP1LC3B,10
XBP1,TLCD1,10
XBP1,NDUFAF4,10
XBP1,SVBP,10
XBP1,DRG1,10
XBP1,CCDC106,10
XBP1,SRSF9,10
XBP1,ALG2,10
XBP1,DESI1,10
XBP1,NDUFA6,10
XBP1,PPP2R3C,10
XBP1,GRN,10
XBP1,MLLT11,10
XBP1,TAX1BP3,10
XBP1,PPP2R1A,10
XBP1,ALG3,10
XBP1,ALG5,10
XBP1,SPTSSA,10
XBP1,YTHDF2,10
XBP1,NUCB2,10
XBP1,C16orf87,10
XBP1,HIGD1A,10
XBP1,H2AFY2,10
XBP1,RDX,10
XBP1,MAD2L2,10
XBP1,BSG,10
XBP1,JMJD6,10
XBP1,GNL3,10
XBP1,PTS,10
XBP1,UCK2,10
XBP1,EIF4H,10
XBP1,LAPTM4B,10
XBP1,MRGPRF,10
XBP1,VAMP2,10
XBP1,SSU72,10
XBP1,COX5A,10
XBP1,SNRPA1,10
XBP1,TBL2,10
XBP1,G6PC3,10
XBP1,COMMD7,10
XBP1,DCTD,10
XBP1,HERPUD1,10
XBP1,TCEAL9,10
XBP1,C19orf24,10
XBP1,CARD19,10
XBP1,HNRNPAB,10
XBP1,PSMB5,10
XBP1,SAR1B,10
XBP1,SDF2L1,10
XBP1,PLIN3,10
XBP1,B4GALT3,10
XBP1,MXRA8,10
XBP1,EIF4EBP1,10
XBP1,C5orf15,10
XBP1,ICAM3,10
XBP1,PGM1,10
XBP1,NF2,10
XBP1,ACTL6A,10
XBP1,FKBP9,10
XBP1,FKBP10,10
XBP1,RHOA,10
XBP1,XBP1,10
XBP1,CYB5R3,10
XBP1,HSPA5,10
XBP1,TMA16,10
XBP1,SWI5,10
XBP1,TBC1D10A,10
XBP1,IER3IP1,10
XBP1,NDFIP1,10
XBP1,VPS4A,10
XBP1,PCNP,10
XBP1,GLIPR2,10
XBP1,BLVRA,10
XBP1,MGAT2,10
XBP1,GLB1,10
XBP1,CDR2,10
XBP1,TXNDC15,10
XBP1,SNX7,10
XBP1,JTB,10
XBP1,GPR137B,10
XBP1,TIMM22,10
XBP1,ENOPH1,10
XBP1,CNOT7,10
XBP1,MRPL37,10
XBP1,ETFA,10
XBP1,GLT8D1,10
XBP1,PSMB2,10
XBP1,ARL2BP,10
XBP1,IKBIP,10
XBP1,PYCR1,10
XBP1,OLFML3,10
XBP1,RGCC,10
XBP1,CTGF,10
XBP1,CMTM6,10
XBP1,TMED2,10
XBP1,STAMBP,10
XBP1,NRAS,10
XBP1,KCNG1,10
XBP1,IKBKG,10
XBP1,TIMM23,10
XBP1,TMA7,10
XBP1,VWA8,10
XBP1,RPS25,10
XBP1,FOS,10
XBP1,RPL7,10
XBP1,MBOAT7,10
XBP1,DHRS7B,10
XBP1,RPS2,10
XBP1,TNFRSF9,10
YY1,EP300,10
YY1,CCDC47,10
YY1,ATXN1,10
YY1,ADARB1,10
YY1,JDP2,10
YY1,ZFHX3,10
YY1,SEPT7,10
YY1,CCND2,10
YY1,ING1,10
YY1,MBD2,10
YY1,ZMIZ1,10
YY1,ZBTB7A,10
YY1,LCOR,10
YY1,SP3,10
YY1,PLS3,10
YY1,PPP1R12A,10
YY1,ZNF800,10
YY1,NFIB,10
YY1,CCNYL1,10
YY1,ATP11B,10
YY1,JAK1,10
YY1,MXD4,10
YY1,CDV3,10
YY1,EIF4G1,10
YY1,EIF3D,10
YY1,HEG1,10
YY1,TCF12,10
YY1,SETD7,10
YY1,LPGAT1,10
YY1,USP11,10
YY1,PNPLA8,10
YY1,GNB1,10
YY1,SBDS,10
YY1,TNRC18,10
YY1,AZIN2,10
YY1,ZFPM1,10
YY1,RAP1B,10
YY1,LUC7L2,10
YY1,TRAF5,10
YY1,PPIG,10
YY1,ATP1A1,10
YY1,TJP1,10
YY1,BTG1,10
YY1,CAPN1,10
YY1,PPFIA1,10
YY1,RAB14,10
YY1,ELOVL5,10
YY1,ICMT,10
YY1,YY1,10
YY1,MKRN1,10
YY1,FERMT2,10
YY1,EIF2S3,10
YY1,CAB39,10
YY1,KLF13,10
YY1,THRAP3,10
YY1,IGF2BP2,10
YY1,CTDSP2,10
YY1,WLS,10
YY1,JOSD1,10
YY1,FAM98A,10
YY1,HNRNPH3,10
YY1,MAN1A2,10
YY1,APLP2,10
YY1,NAB1,10
YY1,SPOP,10
YY1,NCOA7,10
YY1,PPM1A,10
YY1,NFE2L2,10
YY1,GLG1,10
YY1,SETD3,10
YY1,METTL9,10
YY1,PTBP3,10
YY1,ZFR,10
YY1,HSP90AB1,10
YY1,PRPF40A,10
YY1,CCPG1,10
YY1,SCAF11,10
YY1,ADD1,10
YY1,HSPA4,10
YY1,CLTC,10
YY1,PRPSAP1,10
YY1,AGPAT3,10
YY1,CTDSP1,10
YY1,MAP1B,10
YY1,CCNI,10
YY1,ZNRF1,10
YY1,CSDE1,10
YY1,SNX9,10
YY1,SESN1,10
YY1,BMPR2,10
YY1,SNX18,10
YY1,IMPAD1,10
YY1,SET,10
YY1,PURA,10
YY1,SPTAN1,10
YY1,G3BP1,10
YY1,ZC3H13,10
YY1,TRIQK,10
YY1,CUEDC1,10
YY1,OSBPL8,10
YY1,EMP1,10
YY1,ROCK2,10
YY1,BNIP3L,10
YY1,SND1,10
YY1,SOS1,10
YY1,NCS1,10
YY1,CD164,10
YY1,TMEM30A,10
YY1,PPP2R2A,10
YY1,KRAS,10
YY1,MSRB3,10
YY1,SYNCRIP,10
YY1,JAZF1,10
YY1,DNAJC1,10
YY1,AZI2,10
YY1,CAMK2N1,10
YY1,PRRX1,10
YY1,RHOQ,10
YY1,SNTB2,10
YY1,IFNAR1,10
YY1,MIA3,10
YY1,EPC1,10
YY1,EPN2,10
YY1,QKI,10
YY1,SEC63,10
YY1,PPP1CC,10
YY1,CDKN1B,10
YY1,SKIL,10
YY1,ASB8,10
YY1,ROCK1,10
YY1,TPR,10
YY1,BCLAF1,10
YY1,PRR12,10
YY1,CREB3L2,10
YY1,TAX1BP1,10
YY1,CSNK2A1,10
YY1,SEMA4C,10
YY1,NCOA4,10
YY1,CYLD,10
YY1,COPS5,10
YY1,PIBF1,10
YY1,PITPNB,10
YY1,CFAP97,10
YY1,PRKAR1A,10
YY1,VCL,10
YY1,MAP4,10
YY1,RAB5A,10
YY1,WDR26,10
YY1,BNIP2,10
YY1,MGAT1,10
YY1,WNK1,10
YY1,KPNA4,10
YY1,ERC1,10
YY1,TGFBR2,10
YY1,CD2AP,10
YY1,XIAP,10
YY1,KANK2,10
YY1,CSNK1A1,10
YY1,POLR1E,10
YY1,RAB34,10
YY1,NRP1,10
YY1,PHLDB1,10
YY1,TBC1D8B,10
YY1,MDFIC,10
YY1,NAV1,10
YY1,ZC2HC1A,10
YY1,IQGAP1,10
YY1,CTSZ,10
YY1,SH3GLB1,10
YY1,ZKSCAN1,10
YY1,RALGAPA1,10
YY1,BZW1,10
YY1,PPP2CB,10
YY1,ATP9A,10
YY1,ACTR2,10
YY1,SNX5,10
YY1,IFT27,10
YY1,CCDC6,10
YY1,PPP2R5E,10
YY1,ERLEC1,10
YY1,CDK13,10
YY1,PSIP1,10
YY1,ZNF148,10
YY1,ARID4B,10
YY1,SLC4A7,10
YY1,GTF2I,10
YY1,SMURF2,10
YY1,ZFP91,10
YY1,DLG3,10
YY1,WWTR1,10
YY1,DDX39B,10
YY1,DSE,10
YY1,GNAI2,10
YY1,SUZ12,10
YY1,GMPS,10
YY1,GNG12,10
YY1,IRF2BP2,10
YY1,PTPRA,10
YY1,JMJD1C,10
YY1,PDZD8,10
YY1,PPP2R5C,10
YY1,PPP4R3B,10
YY1,ZNF672,10
YY1,RABEP1,10
YY1,UBE2K,10
YY1,CCDC88A,10
YY1,EIF1B,10
YY1,CAMKK2,10
YY1,VASP,10
YY1,DDX42,10
YY1,ACAP2,10
YY1,KMT5A,10
YY1,HSPG2,10
YY1,PPP4R2,10
YY1,TRIM44,10
YY1,NFYB,10
YY1,SLK,10
YY1,KLHDC3,10
YY1,ZMAT3,10
YY1,GOLGA4,10
YY1,NAA50,10
YY1,POMGNT1,10
YY1,WASL,10
YY1,TNPO1,10
YY1,DNAJC21,10
YY1,VPS26A,10
YY1,C16orf72,10
YY1,GLRX5,10
YY1,UXS1,10
YY1,RBM39,10
YY1,MLF1,10
YY1,GNL1,10
YY1,UBN1,10
YY1,MDM2,10
YY1,SAV1,10
YY1,CRK,10
YY1,TRAM1,10
YY1,TM9SF3,10
YY1,PNRC2,10
YY1,SUPT6H,10
YY1,CCDC127,10
YY1,FBXO9,10
YY1,KCMF1,10
YY1,TCEA1,10
YY1,YTHDF1,10
YY1,SERBP1,10
YY1,PLEKHA3,10
YY1,TGFB3,10
YY1,PPP1R15B,10
YY1,DESI2,10
YY1,PSEN1,10
YY1,NIFK,10
YY1,SAFB,10
YY1,SEPT2,10
YY1,BOD1,10
YY1,WBP11,10
YY1,BLOC1S6,10
YY1,RECQL,10
YY1,SHOX2,10
YY1,IPO5,10
YY1,ARFGAP3,10
YY1,GOPC,10
YY1,UTP6,10
YY1,FAF2,10
YY1,CTSO,10
YY1,TM7SF3,10
YY1,TLR10,10
YY1,MAP2K2,10
YY1,EZH1,10
YY1,FAM89B,10
YY1,KIAA2013,10
YY1,CASC4,10
YY1,TXLNA,10
YY1,C5orf24,10
YY1,HMGXB3,10
YY1,CCM2,10
YY1,SMIM10L1,10
YY1,NMD3,10
YY1,GPATCH3,10
YY1,KDSR,10
YY1,EGFR,10
YY1,CDC27,10
YY1,SMC5,10
YY1,SLC15A4,10
YY1,ACTN4,10
YY1,SNAP23,10
YY1,EPS8,10
YY1,TIAL1,10
YY1,COL4A1,10
YY1,BFAR,10
YY1,PHF20,10
YY1,EIF2S1,10
YY1,SECISBP2L,10
YY1,ALKBH5,10
YY1,MTDH,10
YY1,PGP,10
YY1,UBA5,10
YY1,PHF10,10
YY1,SEL1L,10
YY1,ACOX1,10
YY1,TMEM259,10
YY1,RSPRY1,10
YY1,LARP4,10
YY1,BICD2,10
YY1,FILIP1,10
YY1,RBM25,10
YY1,EXOC5,10
YY1,VPS4B,10
YY1,NORAD,10
YY1,TMF1,10
YY1,ZNF524,10
YY1,GLT8D1,10
YY1,UBL4A,10
YY1,EEA1,10
YY1,TMEM43,10
YY1,UBAC2,10
YY1,XPA,10
YY1,TCF25,10
YY1,TBC1D10B,10
YY1,JAM3,10
YY1,RTCB,10
YY1,SYPL1,10
YY1,TERF2IP,10
YY1,IMMT,10
YY1,TMEM115,10
YY1,TRAF3IP1,10
YY1,YIPF5,10
YY1,KIF2A,10
YY1,MTPN,10
YY1,WIPI2,10
YY1,TMEM87A,10
YY1,TULP3,10
YY1,PNPT1,10
YY1,UBAC1,10
YY1,PSMD2,10
YY1,ACAA1,10
YY1,ASB1,10
YY1,SGCD,10
YY1,COL4A2,10
YY1,PPP3CB,10
YY1,OSBPL9,10
YY1,PXK,10
YY1,EHBP1L1,10
YY1,FAM120A,10
YY1,SLC39A7,10
YY1,TMEM127,10
YY1,DUS1L,10
YY1,STX10,10
YY1,C9orf78,10
YY1,DNTTIP2,10
YY1,SPG11,10
YY1,ZMPSTE24,10
YY1,STK25,10
YY1,ZYG11B,10
YY1,SHC2,10
YY1,MAEA,10
YY1,CCZ1,10
YY1,PMPCA,10
YY1,SLC35E1,10
YY1,RIC8A,10
YY1,M6PR,10
YY1,RPL7L1,10
YY1,TXNRD1,10
YY1,TRAPPC12,10
YY1,ARPP19,10
YY1,DDX56,10
YY1,ACBD3,10
YY1,SRP72,10
YY1,TMOD3,10
YY1,ZNF502,10
YY1,RAB3GAP1,10
YY1,C1orf216,10
YY1,C6orf120,10
YY1,ENPEP,10
ZBTB7A,EP300,10
ZBTB7A,TRIM8,10
ZBTB7A,ZFHX3,10
ZBTB7A,ARHGAP21,10
ZBTB7A,HIVEP1,10
ZBTB7A,FERMT2,10
ZBTB7A,SAMD4A,10
ZBTB7A,BRD3,10
ZBTB7A,MIDN,10
ZBTB7A,FBXL3,10
ZBTB7A,VEGFA,10
ZBTB7A,TRIO,10
ZBTB7A,GLIS2,10
ZBTB7A,CSNK1E,10
ZBTB7A,HEG1,10
ZBTB7A,MAP7D1,10
ZBTB7A,DEK,10
ZBTB7A,ANP32B,10
ZBTB7A,PDE4D,10
ZBTB7A,SNED1,10
ZBTB7A,CREBRF,10
ZBTB7A,TBL1XR1,10
ZBTB7A,ELMSAN1,10
ZBTB7A,MLLT6,10
ZBTB7A,CAPN1,10
ZBTB7A,ZBTB7A,10
ZBTB7A,MSX1,10
ZBTB7A,EPB41L2,10
ZBTB7A,FNDC3B,10
ZBTB7A,KLF3,10
ZBTB7A,EIF5,10
ZBTB7A,EIF4G3,10
ZBTB7A,ZEB2,10
ZBTB7A,ANKRD11,10
ZBTB7A,SLC25A37,10
ZBTB7A,NFIC,10
ZBTB7A,FOXN3,10
ZBTB7A,KLF9,10
ZBTB7A,SLCO3A1,10
ZBTB7A,SMAD3,10
ZBTB7A,YY1,10
ZBTB7A,ESRRA,10
ZBTB7A,SPTAN1,10
ZBTB7A,MAP4K4,10
ZBTB7A,PPP1CC,10
ZBTB7A,RAP1B,10
ZBTB7A,LHFPL2,10
ZBTB7A,JAG1,10
ZBTB7A,PINK1,10
ZBTB7A,REST,10
ZBTB7A,MYO1C,10
ZBTB7A,PCGF2,10
ZBTB7A,METRNL,10
ZBTB7A,ANKH,10
ZBTB7A,ZNF503,10
ZBTB7A,ARID1B,10
ZBTB7A,HDGF,10
ZBTB7A,FOXO1,10
ZBTB7A,TBL1X,10
ZBTB7A,KLF13,10
ZBTB7A,LMNA,10
ZBTB7A,RHOQ,10
ZBTB7A,ZFP36L2,10
ZBTB7A,FMNL1,10
ZBTB7A,MED13L,10
ZBTB7A,ZFAND5,10
ZBTB7A,RORA,10
ZBTB7A,CBX4,10
ZBTB7A,TNS1,10
ZBTB7A,JUND,10
ZBTB7A,PCGF3,10
ZBTB7A,SKIL,10
ZBTB7A,PDGFA,10
ZBTB7A,NSD1,10
ZBTB7A,AHNAK,10
ZBTB7A,HOXC4,10
ZBTB7A,PAFAH1B1,10
ZBTB7A,CTNNA1,10
ZBTB7A,PLK3,10
ZBTB7A,SLC4A2,10
ZBTB7A,RARG,10
ZBTB7A,TACC1,10
ZBTB7A,WAC,10
ZBTB7A,KRAS,10
ZBTB7A,GLIS3,10
ZBTB7A,HDAC7,10
ZBTB7A,PLEKHA1,10
ZBTB7A,SNTB2,10
ZBTB7A,MAN1A2,10
ZBTB7A,RYBP,10
ZBTB7A,RBMS1,10
ZBTB7A,VASN,10
ZBTB7A,SLC7A1,10
ZBTB7A,SPHK1,10
ZBTB7A,HIPK1,10
ZBTB7A,SYNCRIP,10
ZBTB7A,RBM17,10
ZBTB7A,DCAF5,10
ZBTB7A,AKAP13,10
ZBTB7A,AHNAK2,10
ZBTB7A,SRPX2,10
ZBTB7A,SLK,10
ZBTB7A,SSBP4,10
ZBTB7A,CAMK2N1,10
ZBTB7A,ZNF652,10
ZBTB7A,PIM3,10
ZBTB7A,OPTN,10
ZBTB7A,PLEC,10
ZBTB7A,PAFAH1B2,10
ZBTB7A,SMG1,10
ZBTB7A,QSER1,10
ZBTB7A,SCARA5,10
ZBTB7A,OSBPL8,10
ZBTB7A,GRK5,10
ZBTB7A,PHLDB1,10
ZBTB7A,MBNL1,10
ZBTB7A,KIF1B,10
ZBTB7A,ROCK1,10
ZBTB7A,ENG,10
ZBTB7A,ARFGAP3,10
ZBTB7A,JMJD6,10
ZBTB7A,MYADM,10
ZBTB7A,TRIOBP,10
ZBTB7A,GPRC5A,10
ZBTB7A,NDRG1,10
ZBTB7A,BCAR1,10
ZBTB7A,HTRA3,10
ZBTB7A,MCC,10
ZBTB7A,RAB22A,10
ZBTB7A,SPSB1,10
ZBTB7A,PDGFRB,10
ZBTB7A,PRRC2C,10
ZBTB7A,AGAP3,10
ZBTB7A,NAV1,10
ZBTB7A,ANPEP,10
ZBTB7A,CADM3,10
ZBTB7A,ARHGEF2,10
ZBTB7A,FNDC3A,10
ZBTB7A,PPFIA1,10
ZBTB7A,KIDINS220,10
ZBTB7A,EZR,10
ZBTB7A,HSPA9,10
ZBTB7A,MGAT1,10
ZBTB7A,ARID1A,10
ZBTB7A,ASAP2,10
ZBTB7A,TIMP3,10
ZBTB7A,NAB1,10
ZBTB7A,CBX6,10
ZBTB7A,KMT2E,10
ZBTB7A,KLF10,10
ZBTB7A,SYNE1,10
ZBTB7A,REL,10
ZBTB7A,BAZ2A,10
ZBTB7A,ROR1-AS1,10
ZBTB7A,FZD7,10
ZBTB7A,WASF2,10
ZBTB7A,TAOK3,10
ZBTB7A,RNF24,10
ZBTB7A,YBX3,10
ZBTB7A,AFF4,10
ZBTB7A,SHOX2,10
ZBTB7A,KIF21B,10
ZBTB7A,TOB1,10
ZBTB7A,MIRLET7BHG,10
ZBTB7A,DIXDC1,10
ZBTB7A,ZMYM2,10
ZBTB7A,GTF2I,10
ZBTB7A,PDE8A,10
ZBTB7A,SRRM2,10
ZBTB7A,AKAP12,10
ZBTB7A,LZTS2,10
ZBTB7A,MLXIP,10
ZBTB7A,TMEM8A,10
ZBTB7A,MAP2K3,10
ZBTB7A,EXT1,10
ZBTB7A,CDKN2D,10
ZBTB7A,RHOB,10
ZBTB7A,STAT5B,10
ZBTB7A,GRK2,10
ZBTB7A,LASP1,10
