,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
TMEM54,1.40949770302242E-31,0.12645628206997,0.353,0.225,3.58745355373267E-27
NCOA7,1.71797098871027E-31,-0.289848335414191,0.352,0.424,4.37257976046538E-27
RARRES1,1.80196207968203E-31,0.56476464942311,0.368,0.247,4.58635388520671E-27
SLC1A5,2.06901169415443E-31,0.082643670314778,0.281,0.164,5.26604856396186E-27
ZPR1,2.12522597954477E-31,0.084394829389119,0.23,0.128,5.40912516313736E-27
LAMTOR1,2.14614864683388E-31,0.184328653721909,0.749,0.611,5.46237753592159E-27
TMUB1,2.38016526378214E-31,0.083523831268691,0.281,0.167,6.05799662937831E-27
VGLL3,2.41527521471548E-31,0.085677037220637,0.373,0.237,6.14735847649384E-27
SPCS3,3.8421028926754E-31,0.141168814930121,0.504,0.349,9.77892028243742E-27
TOMM40,4.0147489039095E-31,0.107113058378314,0.333,0.21,1.02183389102305E-26
HSPBP1,4.75523354616939E-31,0.087748865733285,0.227,0.126,1.21030204217103E-26
EIF4A2,5.1175376067777E-31,-0.268855494862097,0.703,0.7,1.30251567167706E-26
TMEM30A,5.37252734417205E-31,0.126015881322359,0.49,0.341,1.36741565963867E-26
DPM1,5.50956605060225E-31,0.107658486496743,0.387,0.253,1.40229475119928E-26
SMCO4,5.72421093190693E-31,0.087819284063317,0.271,0.158,1.45692616638895E-26
GRAMD1A,6.13935465617343E-31,0.114138395351205,0.309,0.191,1.56258854708926E-26
EPDR1,6.98517409497067E-31,0.113337535153883,0.293,0.177,1.77786651065193E-26
ZDHHC16,7.12258738892016E-31,0.078284018386859,0.207,0.111,1.81284094222796E-26
FXYD5,7.52393462560747E-31,0.182627375783319,0.62,0.472,1.91499184090961E-26
PCM1,7.8628488770553E-31,-0.299427092818779,0.431,0.486,2.00125229618811E-26
ARFGAP3,8.92156899417511E-31,0.148092166136726,0.515,0.366,2.27071774039745E-26
ERGIC3,9.20735409187054E-31,0.139611711903931,0.668,0.513,2.34345576346289E-26
PCYOX1,9.74075963787564E-31,-0.322630341124124,0.328,0.389,2.47921814303211E-26
BHLHE40,1.05936202933165E-30,0.210983140763958,0.469,0.337,2.69628823705492E-26
GDE1,1.22156142535807E-30,0.110580125745903,0.352,0.226,3.10911813982137E-26
P3H3,1.33635682208765E-30,0.115784507929236,0.503,0.354,3.40129538357749E-26
NUDT22,1.35086569720503E-30,0.094138068614828,0.347,0.219,3.43822337252625E-26
ADIPOR1,1.39714769532517E-30,0.089411685483388,0.32,0.197,3.55602031414161E-26
TLE1,1.41488096988702E-30,0.085055112510511,0.21,0.113,3.60115504455645E-26
NINJ1,1.49908042243226E-30,0.121250092892172,0.37,0.242,3.81545949117459E-26
PHF3,1.50745155625007E-30,-0.295584258344374,0.364,0.431,3.83676570096767E-26
ARFGAP1,1.52111628913155E-30,0.119453454729707,0.308,0.191,3.87154517909762E-26
MAP2K1,1.85989136394861E-30,0.096165200617362,0.211,0.115,4.73379549952199E-26
MRPL33,1.9012334921759E-30,0.119174426600162,0.586,0.431,4.83901948428609E-26
DUSP23,2.00262274655163E-30,0.093356701716879,0.321,0.2,5.09707541452321E-26
PSMG3,2.04221990152717E-30,0.097557973683162,0.426,0.284,5.19785809336696E-26
UROS,2.20783661689429E-30,0.092230402117037,0.374,0.242,5.61938575731934E-26
HIGD1A,2.28348828637274E-30,0.140286477707151,0.39,0.262,5.81193438647591E-26
POLR2H,2.28518730958515E-30,0.112713868407842,0.454,0.314,5.81625874035613E-26
SETBP1,2.7535290235075E-30,-0.275719812243349,0.258,0.341,7.00828207063129E-26
YWHAE,2.95284893414463E-30,0.17453809451238,0.772,0.634,7.5155911071849E-26
TOMM5,3.18135214505815E-30,0.067956961457984,0.259,0.15,8.09717747960199E-26
SNRPD2,3.31963099454124E-30,0.156102524488646,0.781,0.67,8.44912480730637E-26
RCC2,3.38967932614474E-30,0.107146711397666,0.276,0.167,8.62741182090359E-26
ENG,3.43092898627439E-30,0.150512411557613,0.561,0.405,8.73240045586558E-26
ERO1A,3.43329840141888E-30,0.100219366233345,0.296,0.182,8.73843109129134E-26
GALNT1,3.69778802454986E-30,0.141523433637145,0.468,0.329,9.4116100800843E-26
MEG3,3.76647753746696E-30,-0.190527773760682,0.785,0.829,9.58643862836092E-26
H1F0,4.23660594751693E-30,0.14074898175021,0.454,0.315,1.07830094576201E-25
RPL17,4.8407741309854E-30,0.315055222173563,0.759,0.637,1.2320738318184E-25
UBE2E1,4.86498915677065E-30,0.111556391690001,0.436,0.296,1.23823704018127E-25
NRAS,4.91581331233438E-30,0.088013169509279,0.201,0.108,1.25117280425535E-25
TIMP3,4.98123628544659E-30,-0.562207606738595,0.571,0.582,1.26782425937187E-25
DSEL,5.07723291126784E-30,0.135986190909089,0.375,0.249,1.29225732057589E-25
TPGS1,5.15860331685999E-30,0.129382809461488,0.52,0.369,1.31296771620721E-25
MRAS,5.26271814808537E-30,0.087473749677861,0.228,0.128,1.33946702305069E-25
SULF2,6.01191371506493E-30,0.126535960188407,0.467,0.322,1.53015227875832E-25
OSR2,7.23965627793792E-30,-0.349872889216893,0.324,0.406,1.84263731586076E-25
KLF10,7.35151259285076E-30,0.1532314039961,0.569,0.411,1.87110698513237E-25
SLC43A3,7.53097087150345E-30,0.196401939833413,0.422,0.298,1.91678270621506E-25
CACNA1C,7.80925538964237E-30,0.069569163460808,0.211,0.114,1.98761168177178E-25
GMPPA,8.01299650433115E-30,0.075566560293772,0.295,0.179,2.03946787028236E-25
KCTD17,8.064095408443E-30,0.079358487685522,0.209,0.113,2.05247356335691E-25
SSBP2,8.07653842362973E-30,-0.24611142681195,0.219,0.299,2.05564055958224E-25
IER2,8.57295056565345E-30,-0.66178982911917,0.698,0.699,2.18198737797012E-25
TM4SF1,8.73290995805018E-30,0.210333295616661,0.203,0.113,2.22270024252293E-25
PTPRD,8.94453759988496E-30,0.107362655988178,0.256,0.151,2.27656370992272E-25
MORF4L2,8.9565307660824E-30,0.184635339958277,0.773,0.648,2.27961621058329E-25
PDZRN3,1.01573872168711E-29,0.062334400620518,0.234,0.131,2.58525819443802E-25
ANXA1,1.06435705289064E-29,-0.296599281384798,0.888,0.864,2.70900157101727E-25
NACA,1.15166569797569E-29,-0.162932407834101,0.958,0.966,2.93121953448773E-25
RNF145,1.25952717334329E-29,0.112138564637904,0.402,0.269,3.20574856159333E-25
ARL5A,1.29194142217362E-29,0.107232699916917,0.308,0.191,3.28824930771631E-25
UCHL3,1.40692399750357E-29,0.080629763710233,0.254,0.147,3.5809029584461E-25
NCOR2,1.49325377819666E-29,0.149834709136951,0.486,0.344,3.80062951626615E-25
HMOX2,1.61486396148173E-29,0.099367062915881,0.379,0.248,4.1101517547633E-25
TOR1A,1.65265110851864E-29,0.094454145680217,0.332,0.211,4.20632760140165E-25
TMED1,1.77421359056229E-29,0.11153438116432,0.459,0.315,4.51572843069915E-25
CTSF,1.79196424966623E-29,-0.314126634953218,0.521,0.557,4.56090740825048E-25
BOLA3,2.1111558761513E-29,0.088598698124565,0.347,0.223,5.37331393598028E-25
PET100,2.21254730084023E-29,0.111617284851597,0.532,0.382,5.63137539009855E-25
TGFBR3,2.32208330957418E-29,-0.298825491797466,0.344,0.422,5.91016643952821E-25
SNRPE,2.32675465121695E-29,0.158041159417763,0.666,0.522,5.92205593827739E-25
GTF2E2,2.43710279994521E-29,0.060806791963619,0.277,0.165,6.20291404642054E-25
MDFIC,2.62690840630124E-29,0.126906874876772,0.368,0.245,6.68600727571791E-25
HMOX1,3.47489469940514E-29,0.204259537598949,0.207,0.116,8.84430198892595E-25
ARPC4,3.49393215416941E-29,0.135155813281997,0.573,0.428,8.89275611879199E-25
SFN,3.59470260014204E-29,-0.057390526971483,0.229,0.126,9.14923705788152E-25
SSPN,3.61262011966551E-29,-0.402258950388345,0.552,0.573,9.19484072857266E-25
RIN1,3.73040185171744E-29,0.084427444732712,0.2,0.109,9.49461879299122E-25
MIR4435-2HG,3.73748504240612E-29,0.112452474826189,0.36,0.236,9.51264692993206E-25
SRRM2,3.78972443901216E-29,-0.247078029965886,0.779,0.755,9.64560664217375E-25
RPL23A,4.00873671168748E-29,0.137134177391696,0.964,0.974,1.0203036678587E-24
GPR161,4.1485137790693E-29,0.08962855211139,0.211,0.118,1.05587972704872E-24
NRBF2,4.14984794675719E-29,0.119587623066519,0.473,0.33,1.05621929940864E-24
TSPAN5,5.06735277757842E-29,0.089776133555349,0.28,0.168,1.28974262894926E-24
NDUFS8,5.69448081832706E-29,0.159615223491809,0.636,0.489,1.4493592578806E-24
UFM1,5.95460512738039E-29,0.124151279379198,0.534,0.388,1.51556609702086E-24
ARFIP2,6.10956771599158E-29,0.078805185928438,0.294,0.18,1.55500717507418E-24
FAM177A1,6.76406406684036E-29,0.135787290665373,0.504,0.358,1.72158958629221E-24
TMEM59,6.79491986761051E-29,-0.186001062404332,0.862,0.842,1.72944300470423E-24
DAXX,7.10238502736419E-29,0.105534272483272,0.276,0.168,1.80769903716473E-24
PHIP,7.32510295536857E-29,-0.3301796273615,0.353,0.418,1.86438520420041E-24
EMC10,7.68568652227988E-29,0.126262371012169,0.451,0.313,1.95616093365068E-24
WBP1L,8.74854220108419E-29,0.115242100274328,0.427,0.291,2.22667896101995E-24
GPC6,8.81605928738771E-29,0.075373811989351,0.288,0.176,2.24386340982592E-24
ZFYVE21,9.54731016958626E-29,-0.276819110712527,0.328,0.394,2.4299813843631E-24
SCAMP3,1.0344925042159E-28,0.08323813582122,0.258,0.154,2.63299032173031E-24
MRPL27,1.08396758903072E-28,0.122737543909658,0.573,0.424,2.75891430760098E-24
SLC39A8,1.13145727435367E-28,0.161679996543768,0.316,0.203,2.87978505468496E-24
ELOF1,1.14851898255599E-28,0.103757450032656,0.437,0.298,2.92321051440151E-24
PKD2,1.19437396407555E-28,0.122959457156655,0.331,0.212,3.0399206133651E-24
RHOD,1.2118439643798E-28,0.073939337908275,0.283,0.172,3.08438525813947E-24
COPS9,1.23146019535978E-28,0.11942702467096,0.725,0.595,3.13431248922971E-24
NAT14,1.47494296301166E-28,0.083128143670707,0.276,0.166,3.75402482945727E-24
COMMD5,1.60778905081939E-28,0.079457967361433,0.362,0.237,4.09214469214551E-24
AKT1S1,1.68623715257937E-28,0.074812273151221,0.325,0.204,4.29181080074501E-24
LUZP1,1.71325107188454E-28,0.121950386167458,0.489,0.346,4.36056662816054E-24
ZFAND3,1.71408634189467E-28,0.084156063728243,0.295,0.182,4.36269255739031E-24
C18orf32,1.82612024620419E-28,0.090028703847475,0.251,0.149,4.64784125063891E-24
CDC42SE1,1.8654867164424E-28,0.09802801861274,0.257,0.155,4.74803679068921E-24
FBN1,2.02223468774383E-28,-0.613236230586268,0.845,0.844,5.14699172724559E-24
UBE2F,2.04870781890744E-28,0.079477291545441,0.325,0.207,5.21437114068321E-24
ZNF827,2.05826548683535E-28,0.094298881246614,0.219,0.123,5.23869731709332E-24
ECE1,2.08524160626722E-28,-0.260796544287235,0.209,0.289,5.30735693627134E-24
SMS,2.10800437756466E-28,0.114611770709662,0.307,0.195,5.36529274177757E-24
RRP7A,2.44301924237972E-28,0.106913704515567,0.27,0.164,6.21797257570487E-24
MRPS15,2.73718050632885E-28,0.1287237984384,0.53,0.391,6.96667182470818E-24
NDUFAF2,3.05085160444725E-28,0.089990836738195,0.464,0.323,7.76502750363915E-24
HK1,3.34960020840502E-28,0.116287906357408,0.331,0.213,8.52540245043245E-24
SRGAP1,4.00826298682742E-28,0.131425295710837,0.372,0.246,1.02018309540732E-23
SLC27A3,4.06465870273611E-28,-0.231835374703934,0.176,0.249,1.0345369330204E-23
DAZAP2,5.09639989089683E-28,0.122491319268309,0.537,0.39,1.29713570023106E-23
SIX1,5.18091183765788E-28,0.079545064311273,0.234,0.136,1.31864568092068E-23
CARD19,5.90607161308561E-28,0.110971134625831,0.437,0.301,1.50321334696255E-23
MLF2,6.00365614560469E-28,0.136119443578226,0.626,0.481,1.52805056217931E-23
SLC30A7,6.69013232051724E-28,0.08577057319324,0.288,0.177,1.70277247821805E-23
GPI,6.82392715848748E-28,0.115865031799719,0.432,0.298,1.73682594037823E-23
TMEM147,6.9003753300006E-28,0.141674092438774,0.634,0.486,1.75628352899175E-23
DBP,7.65794826382873E-28,-0.269115105877554,0.169,0.244,1.94910099210969E-23
BCKDK,7.72549519341278E-28,0.091708780304794,0.34,0.22,1.96629303662742E-23
DOK1,7.87427992190506E-28,0.101061583390261,0.2,0.112,2.00416172572328E-23
COX6B1,8.7296351706432E-28,0.153618033755103,0.85,0.759,2.22186674363211E-23
MMADHC,9.62644696956493E-28,0.123587236880801,0.478,0.342,2.45012328269366E-23
QARS,9.80874621067201E-28,0.089322647171892,0.382,0.253,2.49652208554024E-23
BPTF,1.08264772747435E-27,-0.324732884217578,0.519,0.546,2.75555499596773E-23
EPSTI1,1.15349020204429E-27,0.086154822187258,0.223,0.128,2.93586326224311E-23
C1R,1.22627620050466E-27,-0.197430708178398,0.964,0.971,3.12111818552445E-23
ADSS,1.25121598729873E-27,0.122951882606004,0.316,0.202,3.18459493087273E-23
ANKRD9,1.30130762087648E-27,0.125801721138226,0.291,0.183,3.31208815665482E-23
LY96,1.3186404667985E-27,0.104543607657916,0.271,0.167,3.35620371609555E-23
PSMB7,1.43539346866247E-27,0.157818614337095,0.66,0.521,3.65336345643973E-23
FARSA,1.45344830288459E-27,0.073294136135293,0.208,0.116,3.69931662050187E-23
MBNL1,1.90378123310449E-27,-0.321630971449939,0.587,0.601,4.84550399449754E-23
COX6A1,2.02007355640254E-27,0.174724697930332,0.825,0.741,5.14149121575576E-23
NAA38,2.05016283116864E-27,0.11818017792316,0.603,0.457,5.21807443789042E-23
CREM,2.05751043651969E-27,0.11283546528835,0.291,0.184,5.23677556302992E-23
KIF1C,2.0718302003515E-27,0.085490941985141,0.267,0.162,5.27322222593464E-23
PPP1CB,2.28166432198497E-27,0.156589282648738,0.587,0.442,5.80729203231615E-23
UBE2J1,2.46958541838673E-27,0.096278906273037,0.416,0.284,6.28558880687791E-23
ANKRD35,2.55802886463748E-27,-0.266283485902032,0.23,0.302,6.51069506627531E-23
TAF9,2.62600621094612E-27,0.076263991485403,0.373,0.244,6.68371100810005E-23
POLR3D,2.72975359558487E-27,0.072559374235891,0.211,0.119,6.9477688514826E-23
AK2,3.22887506479498E-27,0.092214130767618,0.391,0.26,8.21813281491617E-23
MORN2,3.29023615131462E-27,0.067006887941162,0.338,0.216,8.37430905232596E-23
B4GALT7,3.30555953591931E-27,0.070636601145541,0.315,0.198,8.41331013082184E-23
MRPL41,3.50787686089437E-27,0.144835255831116,0.698,0.548,8.92824818634835E-23
STK17B,4.29969334162629E-27,0.094759498780364,0.266,0.162,1.09435794931072E-22
PAFAH1B2,4.5256857068303E-27,0.101377098551086,0.386,0.26,1.15187752610245E-22
ADAM10,4.83323679926212E-27,0.094673529348797,0.283,0.177,1.23015543014819E-22
MAP3K8,5.03639261956244E-27,0.11122570554227,0.277,0.172,1.28186264953103E-22
SAE1,5.70000731368563E-27,0.074655334945333,0.284,0.175,1.45076586147927E-22
REXO2,5.9778367740055E-27,0.156312634569927,0.777,0.661,1.52147901571988E-22
IFITM1,6.24488755588087E-27,0.165444634353104,0.564,0.438,1.5894487807228E-22
ACP2,6.45162498675752E-27,0.075234823647838,0.257,0.154,1.64206759162952E-22
AURKAIP1,6.46180538096107E-27,0.164919129303954,0.734,0.614,1.64465870556221E-22
GOSR2,7.34279616669494E-27,0.07390005893805,0.311,0.196,1.8688884803472E-22
CAMTA1,7.67657239058589E-27,0.1227777493222,0.524,0.379,1.95384120485192E-22
NRBP1,9.25740850175321E-27,0.113965332656156,0.568,0.417,2.35619561186623E-22
SNF8,9.29936794062157E-27,0.130731468341805,0.604,0.459,2.366875128247E-22
FTSJ1,1.00624283864386E-26,0.07456024988965,0.204,0.116,2.56108927291634E-22
CBR3,1.02464257107668E-26,-0.272619902499739,0.275,0.347,2.60792027190435E-22
PDCD4,1.07852844032615E-26,-0.25479014308168,0.231,0.302,2.74507058631811E-22
NARF,1.1039041060892E-26,0.090649373840226,0.328,0.213,2.80965673081824E-22
RNF181,1.1440481786836E-26,0.094194417725065,0.58,0.43,2.91183142438551E-22
GSPT1,1.15793472286344E-26,0.097402378282584,0.468,0.327,2.94717545663203E-22
RECQL,1.17087817780673E-26,0.093761338339548,0.456,0.316,2.98011913815368E-22
CGREF1,1.17262670349608E-26,0.045343190782123,0.201,0.11,2.98456948573821E-22
EIF6,1.47044768219394E-26,0.135802669214812,0.579,0.44,3.74258344072E-22
GINM1,1.56863623450678E-26,-0.27140193521561,0.578,0.585,3.99249294406665E-22
EIF4G2,1.65634498913234E-26,0.145168923235887,0.808,0.687,4.21572926633962E-22
SAR1A,1.74689503308263E-26,0.097154808490668,0.658,0.519,4.44619723820191E-22
PSMD9,1.77666551818672E-26,0.122866132233071,0.421,0.292,4.52196907688883E-22
AFAP1,1.85314210145904E-26,0.093530428375127,0.233,0.138,4.71661727663354E-22
SYNE1,2.03476945279861E-26,-0.303103888058121,0.399,0.454,5.17889521126301E-22
URM1,2.10668952108325E-26,0.093951790463249,0.428,0.291,5.36194616906108E-22
SIRPA,2.20772229899412E-26,0.094604934254061,0.347,0.229,5.61909479539983E-22
PLBD1,2.39110687670735E-26,-0.199476612170926,0.179,0.251,6.08584522259556E-22
TP53RK,2.41612000437482E-26,0.073867384436395,0.289,0.181,6.14950863513479E-22
HTRA1,2.5062863828162E-26,0.360239218663753,0.909,0.896,6.37900010154379E-22
PNN,2.53244559427258E-26,-0.284261939297627,0.557,0.584,6.44558052654257E-22
SYNC,2.56176193862463E-26,0.079870356007246,0.275,0.17,6.5201964861874E-22
LAMP2,2.75806555022497E-26,0.131659931836401,0.676,0.517,7.01982843843259E-22
ETS1,2.77787568503421E-26,0.108389781435165,0.319,0.208,7.07024919354907E-22
ACP1,2.96292570668472E-26,0.100157418650266,0.511,0.371,7.54123850865394E-22
UBE2G1,3.00283470090154E-26,0.081275625613219,0.262,0.161,7.64281488073459E-22
PLPP5,3.50474764233196E-26,0.063360200779389,0.371,0.246,8.92028369926331E-22
CREBRF,3.99331163415031E-26,-0.244512914232387,0.236,0.31,1.01637767712394E-21
NDUFA8,4.46732885026978E-26,0.116746160576368,0.495,0.354,1.13702453897066E-21
TNIP1,4.60220683094629E-26,0.114025922145495,0.366,0.248,1.17135368261245E-21
SFRP1,4.88915558640253E-26,-0.606242325851707,0.451,0.517,1.24438787985117E-21
CAPZA2,5.77149021659182E-26,0.160636424456037,0.591,0.454,1.46895968992695E-21
GALNT5,6.33887365123563E-26,0.060244105963952,0.222,0.129,1.61337012171249E-21
ZBTB8OS,7.0850817647871E-26,0.093244127569047,0.348,0.23,1.80329501077361E-21
IMPAD1,7.28884334888419E-26,0.076965387719931,0.455,0.319,1.855156409158E-21
PPA2,8.19883191541649E-26,0.067268887441404,0.245,0.146,2.0867666991118E-21
MYO9B,9.1248392775431E-26,0.085001945978941,0.295,0.188,2.32245409292027E-21
COPG1,9.92210984499404E-26,0.064455069251636,0.367,0.243,2.52537539774788E-21
MCRIP1,1.05095347408467E-25,0.140963637951709,0.667,0.527,2.67488678224031E-21
PSMA1,1.05359548237216E-25,0.159222964685136,0.69,0.552,2.68161122173361E-21
MAP7D1,1.09438484248771E-25,0.110823224362524,0.486,0.347,2.78542830109972E-21
RAB10,1.17419428703732E-25,0.106990736961142,0.53,0.385,2.98855929936739E-21
SLC44A1,1.20283028362728E-25,-0.292531636162174,0.477,0.514,3.06144363788816E-21
ACLY,1.33293809728841E-25,0.065913932450135,0.306,0.196,3.39259404521845E-21
DPH3,1.65203175386371E-25,0.071100052352317,0.285,0.18,4.20475121993391E-21
DCAF13,1.68383530106332E-25,0.086982787371454,0.293,0.186,4.28569760826636E-21
NMB,1.7473871009324E-25,0.242123481914584,0.329,0.223,4.44744964929313E-21
RPS20,1.80959186480911E-25,0.141393359153766,0.945,0.929,4.60577321431214E-21
PSMA4,1.83815922536903E-25,0.161245294036592,0.732,0.605,4.67848286040926E-21
VTI1B,1.93603021423621E-25,0.070638806205977,0.466,0.328,4.927584101274E-21
HYAL2,1.95928055629116E-25,0.060382643451283,0.286,0.18,4.98676087187225E-21
PABPC4,2.01689098482943E-25,0.066527560865756,0.399,0.271,5.13339093458787E-21
MRPL15,2.06079872868611E-25,0.080174780628661,0.356,0.237,5.24514492425188E-21
ATP5PD,2.28266461970992E-25,0.166503208087433,0.776,0.67,5.80983799008569E-21
PELO,2.30251394724297E-25,0.035979132660593,0.247,0.148,5.8603584985228E-21
ZMPSTE24,2.33721529583423E-25,0.072931795633615,0.383,0.256,5.94868037095728E-21
RAC1,2.40915642222186E-25,0.169217540995666,0.909,0.84,6.13178492583907E-21
EBNA1BP2,2.42881410127199E-25,0.109879299128709,0.384,0.266,6.18181765055748E-21
CD248,2.49254694756275E-25,-0.275638491223745,0.631,0.663,6.3440304909367E-21
PFN2,2.49555947773137E-25,0.080220622519149,0.364,0.245,6.35169798272189E-21
EEF1B2,2.55956710392179E-25,0.206303959167205,0.873,0.834,6.51461019290174E-21
FADD,2.64524923755229E-25,0.07098463132155,0.26,0.159,6.7326883594181E-21
UXT,2.6468298983028E-25,0.146752793104254,0.682,0.551,6.73671145716028E-21
AEBP1,2.82182297783455E-25,0.227763173479425,0.942,0.914,7.18210384318449E-21
GOLPH3,3.06219807078695E-25,0.079677662707484,0.367,0.244,7.79390652976695E-21
YWHAH,3.40772631161697E-25,0.139059541158024,0.558,0.412,8.67334500832751E-21
SSR1,3.90617300769946E-25,0.085426359720834,0.619,0.472,9.94199153919666E-21
ARHGAP29,4.01905753738999E-25,-0.225478131003061,0.187,0.265,1.0229305244165E-20
G6PC3,4.04151185463608E-25,0.077893830748916,0.25,0.153,1.02864559724198E-20
AKAP12,4.3269676873581E-25,-0.28396554724448,0.252,0.332,1.10129981578638E-20
PHF23,4.39987667208947E-25,0.080733576327614,0.243,0.148,1.11985661058021E-20
SLC35A4,4.44833125225642E-25,0.054433828634008,0.204,0.116,1.1321892703243E-20
B3GAT3,4.57637362311058E-25,0.071234689759841,0.378,0.252,1.1647786145541E-20
EPN1,4.76488818558446E-25,0.078571001104774,0.384,0.258,1.21275934099496E-20
CYB561,5.020097933037E-25,0.076664800605383,0.288,0.183,1.27771532591658E-20
METTL26,5.44309399361748E-25,0.142706939654393,0.592,0.458,1.38537628325552E-20
SMIM30,5.66137127277999E-25,0.046470443116378,0.3,0.191,1.44093221634796E-20
BACE2,6.11283027559334E-25,0.05609804807209,0.382,0.257,1.55583756174402E-20
SHMT2,6.44191484055737E-25,0.078258049338958,0.315,0.205,1.63959616521866E-20
ARPC1B,6.50746652859656E-25,0.159787304395824,0.724,0.605,1.6562803808584E-20
SNRPC,7.2207380990185E-25,0.100136140093162,0.481,0.349,1.83782226096219E-20
MPHOSPH8,7.81434905896454E-25,-0.268057011219964,0.651,0.646,1.98890812248765E-20
SCYL1,8.22202479184386E-25,0.085067342638932,0.381,0.258,2.0926697500201E-20
ANAPC11,8.29029329925231E-25,0.134754225238922,0.761,0.648,2.1100454505257E-20
TUBB6,8.32626326910239E-25,0.15008679354423,0.621,0.474,2.11920052725194E-20
SEC24D,8.39110531825738E-25,0.065982475568861,0.454,0.317,2.13570412560287E-20
ASNA1,8.80781557131789E-25,0.109150700619581,0.515,0.377,2.24176521921183E-20
CLPP,8.84068196425999E-25,0.074779472968933,0.406,0.278,2.25013037354345E-20
SBNO2,9.54031026511164E-25,0.100327244217824,0.247,0.153,2.42819976867622E-20
ARF6,9.7711453139457E-25,0.093634624526644,0.48,0.343,2.48695190530546E-20
ALG5,1.00997265783244E-24,0.097164826088873,0.463,0.329,2.57058240871511E-20
FAAP20,1.03279763584433E-24,0.116697237134296,0.59,0.443,2.62867654275098E-20
PCSK5,1.06023081487409E-24,0.103277253682625,0.2,0.116,2.69849947001754E-20
H2AFZ,1.23500891244969E-24,0.173897240199713,0.722,0.6,3.14334468396695E-20
SERTAD2,1.45370128011501E-24,0.071825805563058,0.333,0.218,3.69996049814871E-20
SSSCA1,1.52317030609988E-24,0.085016578621721,0.348,0.234,3.8767730630854E-20
EIF4E,1.5785787027682E-24,0.083691714843523,0.344,0.228,4.01779851428562E-20
YIPF2,1.75633966731859E-24,0.103062300817188,0.435,0.308,4.47023572125927E-20
PSMA5,2.03515115632151E-24,0.117153722042176,0.498,0.366,5.17986672306951E-20
PLPPR2,2.20685790904689E-24,0.054984343325214,0.255,0.157,5.61689475010615E-20
PPP1R18,2.24908433566673E-24,0.065049449615961,0.346,0.229,5.72436945113895E-20
CIB1,2.25012363180128E-24,0.145477002468027,0.658,0.529,5.72701466766062E-20
SLC35A2,2.33608044102058E-24,0.055370415004781,0.215,0.126,5.94579193848558E-20
VCL,2.54240899663196E-24,0.110988383429067,0.52,0.379,6.47093937822768E-20
TIMM10,2.55761683394904E-24,0.094010690881083,0.422,0.295,6.5096463657671E-20
SLC3A2,2.6078670250974E-24,0.151780425610501,0.531,0.401,6.63754315227789E-20
R3HDM4,2.67433638449402E-24,0.072779597826169,0.252,0.156,6.80672096581419E-20
DDX39A,2.95283903148654E-24,0.076071049980369,0.304,0.198,7.51556590293954E-20
ADSL,2.97793429965785E-24,0.073823672226299,0.203,0.118,7.57943837948917E-20
TSKU,3.08112925882381E-24,0.055538315510595,0.31,0.201,7.84209018955835E-20
MRPL37,3.54731577420435E-24,0.06621087113604,0.312,0.204,9.0286281085049E-20
IFI6,4.30991892966853E-24,0.120480482581093,0.498,0.373,1.09696056597923E-19
BUD31,4.69408796323127E-24,0.123474701142442,0.627,0.494,1.19473926840162E-19
FAM234A,4.71465198832639E-24,0.061001570849102,0.354,0.237,1.19997322406883E-19
POLR2I,4.78734671313476E-24,0.094773655450512,0.593,0.449,1.21847548542706E-19
PTGFR,5.35605830600119E-24,-0.39263675538928,0.481,0.522,1.36322396004342E-19
CUX1,5.61986546023144E-24,0.050915086829796,0.393,0.268,1.43036815693811E-19
NAP1L1,5.6777940308096E-24,0.11853034802062,0.832,0.712,1.44511213672166E-19
WSB2,5.79630757533289E-24,0.069612709892724,0.255,0.158,1.47527620407373E-19
B4GALT2,5.91137658455085E-24,0.081228582395448,0.397,0.278,1.50456356829988E-19
ITPA,6.19173924057319E-24,0.089723821593142,0.452,0.324,1.57592147151069E-19
SLC11A2,6.28265079271564E-24,0.083862855853147,0.225,0.135,1.59906027976198E-19
TRAF3IP2,6.37006282757192E-24,0.072763515872607,0.262,0.166,1.62130839087361E-19
VMA21,6.37452353010529E-24,0.056469330780808,0.257,0.159,1.6224437288824E-19
UBP1,6.42379983835143E-24,0.059103508089472,0.212,0.125,1.63498553485721E-19
SND1,6.44790910121264E-24,0.088119257610685,0.459,0.331,1.64112182444064E-19
PIM3,6.48155705920286E-24,0.122242971529065,0.326,0.219,1.64968590270831E-19
KPNA2,6.8005565335928E-24,0.09544247597644,0.206,0.123,1.73087764893004E-19
TUBB2A,6.9571125742299E-24,0.228664006455878,0.605,0.486,1.77072429239299E-19
RNF126,7.02596998716434E-24,0.077783627178722,0.292,0.188,1.78824988113307E-19
OLFML2B,7.24203742600291E-24,0.197633367400754,0.554,0.441,1.84324336566626E-19
GRSF1,7.39870178756073E-24,0.076591441911555,0.322,0.213,1.88311757896996E-19
MTCH1,7.57363763568345E-24,0.178367983293757,0.736,0.618,1.92764225103415E-19
ITGA11,7.77879661636217E-24,0.082852320324945,0.333,0.224,1.9798593147965E-19
TGFB1,7.78152243093871E-24,0.109959887866093,0.446,0.32,1.98055308912252E-19
RNF11,7.99765829769999E-24,0.085334524720017,0.352,0.237,2.0355639899306E-19
TOMM7,8.66189318678362E-24,0.171232052715684,0.897,0.838,2.20462505390017E-19
