,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
CNRIP1,0.035126311868355,-0.047301579992897,0.315,0.272,1
ATF1,0.035553112426335,-0.03720609917474,0.206,0.179,1
STAT6,0.03585974938322,-0.117561890700331,0.296,0.291,1
CFDP1,0.035977214184386,-0.048202506746918,0.512,0.438,1
C9orf78,0.036411685983005,-0.047839475867259,0.412,0.355,1
LSM14A,0.036496093470105,-0.064107936245487,0.408,0.347,1
TMEM159,0.036687588833313,-0.103417573532041,0.225,0.227,1
ANKRD17,0.036889216000857,-0.049166929100935,0.321,0.274,1
CLDND1,0.037074368777475,-0.023969702232479,0.305,0.266,1
SYPL1,0.037281113349653,-0.103695910165467,0.5,0.464,1
TTC37,0.037568247490422,-0.081386934966335,0.375,0.318,1
BFAR,0.037763543115724,-0.044561203533109,0.324,0.28,1
ERC1,0.038243119675006,-0.037198615195186,0.274,0.24,1
C8orf59,0.038388376144531,-0.02351758163991,0.65,0.573,1
KDM5A,0.038441494848984,-0.149844512096474,0.348,0.331,1
SRPRA,0.038623848179483,-0.059510825882287,0.414,0.354,1
ENPP2,0.038659303800173,-0.174664791559069,0.27,0.265,1
MRFAP1L1,0.038843376471161,-0.061076895911694,0.244,0.21,1
MRPS26,0.038960418171924,-0.097643619347108,0.401,0.384,1
SF3A3,0.039675528986899,-0.06383616664639,0.296,0.252,1
PPIE,0.039675813571009,-0.056006668627503,0.281,0.24,1
PSEN1,0.039742505369764,-0.032481135154419,0.218,0.19,1
IGF1R,0.039860675952208,-0.098801046341477,0.194,0.201,1
CYP27A1,0.040149443609132,-0.116620273197005,0.281,0.279,1
HNRNPR,0.040192701071236,-0.017543237731978,0.628,0.548,1
PAIP2,0.040462714400848,-0.027175939719267,0.562,0.486,1
YIPF4,0.04046439727591,-0.066185066904611,0.417,0.356,1
PYCR2,0.040924522316309,-0.046229091997972,0.207,0.178,1
HINT2,0.041141411160556,-0.130741138107961,0.332,0.319,1
TOB1,0.0417767492595,-0.041536405212591,0.295,0.256,1
CCDC66,0.041829834199869,-0.114286537899551,0.274,0.269,1
RPS24,0.042039380330314,-0.049835663662099,0.976,0.99,1
SP3,0.042341570435346,-0.134432330785921,0.337,0.324,1
HMGXB4,0.042381361819378,-0.037897123324599,0.263,0.226,1
SMCHD1,0.042569746988336,-0.120595340521836,0.282,0.279,1
LPIN2,0.042854831496621,-0.058091605664134,0.241,0.207,1
CHMP2B,0.042926479836194,-0.047671662522369,0.442,0.382,1
STK4,0.043368394584975,-0.092852753781558,0.196,0.201,1
OAT,0.04352053700634,-0.038812174113099,0.581,0.511,1
ACTR10,0.043643035502629,-0.107470442215173,0.487,0.448,1
A4GALT,0.043835532706022,-0.012261122514456,0.558,0.483,1
C1GALT1C1,0.043853941355363,-0.054119943680887,0.283,0.243,1
TSPAN3,0.043941792551579,-0.119201217465509,0.447,0.414,1
SP110,0.044340573981344,-0.094625694340096,0.226,0.23,1
CCNY,0.04435930169884,-0.040445813137212,0.309,0.267,1
HMGB1,0.044394206579096,-0.023883416441014,0.954,0.936,1
EPRS,0.044416964676068,-0.059040615235167,0.416,0.358,1
ZNRD1,0.04450990181608,-0.037471877084388,0.257,0.221,1
POP5,0.045393670264219,-0.090628177109418,0.219,0.222,1
MUM1,0.045438000620835,-0.093787454550038,0.368,0.356,1
MXD4,0.045603908938065,-0.12552833647344,0.474,0.453,1
HSBP1,0.045745596825891,-0.024020370223483,0.778,0.703,1
YY1,0.045874918352199,-0.13458287433454,0.568,0.516,1
EIF3H,0.046068833052849,-0.011516216857523,0.725,0.638,1
SLFN5,0.046264743642886,-0.03664289260151,0.367,0.321,1
SPG7,0.046278523966454,-0.105255636111522,0.343,0.332,1
CPE,0.046558119561902,-0.065741604984667,0.435,0.389,1
HSP90AB1,0.046994685857619,-0.003066508708318,0.925,0.886,1
XRCC6,0.04723688813012,-0.09913924016507,0.615,0.564,1
GLO1,0.048275057505024,-0.042620474527812,0.442,0.379,1
LZTS2,0.048287775725474,-0.100689745895533,0.24,0.238,1
CTSC,0.048410859510977,-0.586595894573102,0.401,0.335,1
RICTOR,0.049538836624675,-0.032026637719801,0.248,0.217,1
MCEE,0.050698117077974,-0.044953470364044,0.202,0.175,1
FBXO7,0.051008117380812,-0.043911042670002,0.362,0.31,1
KLF13,0.051110096857268,-0.045684788170455,0.442,0.383,1
ACBD3,0.051130264876741,-0.036848246101728,0.478,0.417,1
STUB1,0.051137046306396,-0.021670351364537,0.641,0.568,1
PRPF38A,0.051296317498026,-0.062179460057591,0.242,0.209,1
CDC42EP2,0.051681767474851,-0.080437424102946,0.219,0.223,1
MTA1,0.051684252342896,-0.038089974142731,0.217,0.188,1
FYN,0.051685163237043,-0.097069588002481,0.547,0.506,1
USP47,0.051891590284888,-0.054817709554317,0.374,0.321,1
CTBP2,0.051983042593174,-0.123627818510426,0.247,0.245,1
SETD5,0.052579901706826,-0.05925229721596,0.419,0.362,1
KLF9,0.052615077445447,-0.02972213635511,0.547,0.473,1
SNW1,0.052619390505727,-0.117312959375365,0.412,0.387,1
XPO1,0.052702385550821,-0.053276032544875,0.324,0.28,1
HIC1,0.053025430660628,-0.053813655045005,0.34,0.296,1
RPAP2,0.053603570837332,-0.04743868323191,0.229,0.199,1
HNRNPH1,0.054057435774067,-0.098925912050913,0.619,0.582,1
IFRD1,0.054217333263028,-0.039930864526362,0.375,0.329,1
PPID,0.054526111134295,-0.054235014520239,0.247,0.215,1
TROVE2,0.054764156491681,-0.053025056600261,0.419,0.359,1
CHM,0.054850819780585,-0.039199402373614,0.216,0.189,1
ARFGEF1,0.055092771234302,-0.056416225013697,0.211,0.182,1
MAPK3,0.055852120415124,-0.103787989763703,0.258,0.254,1
ANAPC5,0.056546838492846,-0.135198448276659,0.515,0.47,1
CLPTM1L,0.05671853960509,-0.048403399913014,0.322,0.278,1
EIF3F,0.056910693118447,-0.014610549044933,0.732,0.651,1
ZNF428,0.057082813041168,-0.114459754832669,0.585,0.531,1
RAB3GAP2,0.057196605079989,-0.036473947455012,0.206,0.18,1
TGS1,0.057276243496292,-0.060940311329632,0.25,0.217,1
GPATCH8,0.057735479259187,-0.134835128925682,0.361,0.342,1
RUSC1,0.05832554437156,-0.048620430977418,0.205,0.178,1
RIF1,0.0585799795679,-0.048430434991177,0.35,0.308,1
IGFBP4,0.058598758412831,-0.0403812638348,0.982,0.967,1
ACIN1,0.05909865137934,-0.058685026978433,0.361,0.311,1
ESF1,0.059179240943203,-0.083132627836638,0.374,0.323,1
DHX9,0.059218529638761,-0.052321841067606,0.369,0.32,1
HEXA,0.05925063772519,-0.051787614088802,0.553,0.478,1
SEPHS1,0.059446147940488,-0.046723817947846,0.204,0.177,1
IRF2,0.059854326350074,-0.036496075916058,0.266,0.232,1
TSC22D2,0.0608135772554,-0.031439909224582,0.233,0.204,1
ITFG1,0.061001244912448,-0.049991870145494,0.322,0.278,1
AIDA,0.061173486661506,-0.056650057213418,0.431,0.372,1
ARL8A,0.061179891422864,-0.043739004026235,0.258,0.224,1
UBR4,0.061206380255542,-0.048339507070633,0.282,0.245,1
HEXB,0.061665013911736,-0.042169426466279,0.59,0.511,1
CCNB1IP1,0.061796434920624,-0.096187851178453,0.239,0.236,1
AASDHPPT,0.061943084406658,-0.033214245567559,0.207,0.181,1
PPP1CC,0.063200498443882,-0.032951536047099,0.538,0.462,1
UNC93B1,0.0635824570233,-0.035264960362598,0.211,0.186,1
PXK,0.063773475963712,-0.11634527510814,0.254,0.251,1
NFAT5,0.063973581189619,-0.096150794800839,0.335,0.325,1
GON4L,0.064916623876156,-0.092644189225695,0.29,0.286,1
RBMX,0.064925810648824,-0.122294747588451,0.556,0.51,1
BRD3,0.06515024429877,-0.067157689625172,0.301,0.261,1
GPATCH2,0.065255254713303,-0.057325038866325,0.297,0.257,1
USF2,0.065403993217026,-0.056920293304032,0.354,0.305,1
MEG8,0.06572342739071,-0.052445316872933,0.244,0.214,1
KIAA0232,0.065797564395114,-0.09068422446678,0.207,0.209,1
IK,0.065916383497386,-0.057214317769786,0.504,0.433,1
TRIM22,0.066276533562269,-0.09174911735785,0.216,0.219,1
COPS2,0.066579306044572,-0.045328920682024,0.377,0.322,1
CYFIP1,0.066859490599548,-0.117031440656669,0.305,0.294,1
PUM1,0.066881808340369,-0.103479443574615,0.38,0.363,1
MPRIP,0.066941895825389,-0.044412258846002,0.319,0.278,1
PMVK,0.066976670981645,-0.128471606625869,0.372,0.348,1
NDUFA12,0.067223175568699,-0.028556051527493,0.623,0.548,1
PDCD2,0.067262294501935,-0.055583682773743,0.338,0.291,1
GAS6,0.067367329141271,0.027206353263774,0.716,0.663,1
VPS36,0.067444019900274,-0.030373744143355,0.337,0.295,1
SUCLG1,0.067452285505124,-0.101613589376756,0.468,0.433,1
AAMDC,0.067512076143471,-0.139985140996439,0.366,0.344,1
JOSD1,0.067778507764699,-0.042876163060527,0.224,0.195,1
C12orf10,0.067845162781324,-0.036138975305784,0.381,0.332,1
CAMK1D,0.06808301417818,-0.077954638011984,0.268,0.232,1
JAK1,0.068695875477318,-0.101859801999355,0.621,0.568,1
TK2,0.068796115260064,-0.118755156727173,0.204,0.205,1
USO1,0.069178231435358,-0.084300366238301,0.418,0.359,1
TTC1,0.069364983159133,-0.05367068862474,0.378,0.324,1
CCSER2,0.069653447429114,-0.061263260121538,0.408,0.355,1
MED29,0.06977761120483,-0.056442807461274,0.253,0.22,1
STAG1,0.069817416649502,-0.042440736496873,0.289,0.252,1
ZNF280D,0.070203236124148,-0.107563576591214,0.268,0.262,1
BIRC6,0.070353524839556,-0.078081348159091,0.301,0.259,1
MAVS,0.071132064611293,-0.055260561977568,0.221,0.194,1
CYTH3,0.071245998844501,-0.104661075237314,0.209,0.214,1
TTC19,0.071661588190983,-0.036352786406797,0.258,0.227,1
IFT27,0.071719126318713,-0.061980761270754,0.257,0.222,1
RNF216,0.071920698438937,-0.049337702641625,0.251,0.22,1
SNRNP25,0.072238332282184,-0.051802157633896,0.23,0.198,1
KLHDC2,0.07275779519599,-0.054468546287089,0.395,0.34,1
RASD1,0.072878589765897,0.076820014515517,0.347,0.32,1
NSFL1C,0.07304160785534,-0.059912384650723,0.332,0.287,1
MITD1,0.073096203591112,-0.052667164998747,0.232,0.203,1
TUSC3,0.073097695858642,-0.023353382573222,0.308,0.271,1
SENP6,0.073532107216909,-0.13981598744825,0.407,0.38,1
FMNL1,0.073792502275278,-0.092957450353995,0.206,0.208,1
ECH1,0.073989675236185,-0.107314692248786,0.463,0.433,1
DCAF8,0.074428572311315,-0.043079311455992,0.225,0.196,1
SRSF7,0.074654663954386,-0.101240044831583,0.661,0.608,1
PTGES3,0.074838829145979,-0.052167197702788,0.762,0.689,1
SNX1,0.075013355806102,-0.050576157243543,0.29,0.254,1
DCTN2,0.075617124837561,-0.043151226223222,0.584,0.502,1
RALBP1,0.075964504711167,-0.074786345804776,0.554,0.472,1
CHD2,0.076325523829549,-0.057528599607972,0.254,0.224,1
NRIP1,0.076408493689437,-0.095506728405725,0.212,0.214,1
PXDC1,0.076524515962007,-0.140742190481658,0.463,0.433,1
SECISBP2L,0.078254416925727,-0.113947270953423,0.262,0.257,1
TRPM7,0.078273755491355,-0.033337058671499,0.233,0.206,1
RRAGC,0.079592789241637,-0.054528449735474,0.31,0.27,1
STX16,0.079704539265694,-0.046219549865641,0.242,0.212,1
UBXN1,0.08001910283334,-0.008601233677073,0.642,0.557,1
CAPN1,0.080021977861856,-0.053581384921489,0.458,0.391,1
NAE1,0.081326746726787,-0.050688859382775,0.329,0.286,1
NENF,0.081656030000417,-0.062533839458281,0.795,0.756,1
SEC63,0.08178458982288,-0.040955800689684,0.582,0.498,1
PPP2R5E,0.082156309478839,-0.08242552598863,0.363,0.314,1
METTL5,0.083728444203261,-0.060019684853326,0.431,0.372,1
GGPS1,0.083796968414552,-0.035441221513071,0.255,0.225,1
SSC5D,0.085002151672797,-0.10130705947982,0.409,0.396,1
ZMYM2,0.085087828429539,-0.04509983683579,0.305,0.268,1
TEX264,0.085098054242221,-0.045382303461872,0.442,0.381,1
ATF6B,0.085488485519153,-0.079920881400917,0.264,0.263,1
RACK1,0.085597135667552,0.025474584203407,0.96,0.96,1
DNASE2,0.086470472072803,-0.106684383921531,0.347,0.329,1
PLAGL1,0.087351839725673,-0.005592548757955,0.531,0.472,1
AKT2,0.087555838548362,-0.048755241322003,0.29,0.254,1
SMARCA1,0.08780117803095,-0.076718284885792,0.356,0.307,1
AGO2,0.087904145238115,-0.047339586315797,0.264,0.231,1
MGST3,0.088126632356566,-0.041810667974597,0.874,0.854,1
ZNF106,0.088451824512788,-0.136388229098782,0.539,0.493,1
CASP4,0.089605341428471,-0.05849019850767,0.373,0.324,1
GOLGA2,0.089795336041542,-0.125128197976775,0.524,0.478,1
TRIM13,0.090377465500571,-0.048894146555056,0.216,0.19,1
TBC1D9B,0.090580061277939,-0.066225710862333,0.292,0.253,1
GLT8D2,0.090673373639648,-0.093563252332546,0.485,0.463,1
RPL22,0.090730268699907,-0.043795061943456,0.949,0.962,1
TALDO1,0.091068558049792,-0.022502369352631,0.596,0.527,1
TMEM179B,0.091983298203286,-0.08009838569569,0.543,0.497,1
DNAJA2,0.09267508614574,-0.059532186505185,0.342,0.295,1
RSL24D1,0.093248443017325,-0.032711745237606,0.657,0.58,1
MON2,0.093303203249527,-0.115517118717918,0.225,0.224,1
MFAP1,0.09386461348262,-0.037486273478699,0.269,0.235,1
CLCN3,0.094314735980399,-0.119973072573434,0.227,0.226,1
LENG8,0.094330327367285,-0.080866062453637,0.261,0.257,1
SIAH1,0.094560155131928,-0.048597896243501,0.24,0.21,1
FRG1,0.094910308573976,-0.065940169686232,0.456,0.393,1
RHOB,0.096057072000427,-0.072649299530745,0.629,0.595,1
CCNG1,0.096332318503806,-0.113379838444388,0.239,0.235,1
DUSP11,0.09643747307408,-0.049916318984171,0.233,0.204,1
NFIL3,0.096725960428348,-0.077740173311705,0.259,0.228,1
KIF13A,0.09706282940972,-0.112166064363876,0.265,0.26,1
GIGYF2,0.099314787969763,-0.104057630323336,0.262,0.256,1
CLUAP1,0.099619585135193,-0.091583421358602,0.216,0.215,1
NUFIP2,0.100134564170844,-0.040998851906476,0.425,0.37,1
MMP23B,0.100266511028514,-0.131993992441683,0.275,0.241,1
ING4,0.100383457516228,-0.091683006963537,0.215,0.213,1
NEU1,0.100662639083082,-0.057567154072937,0.393,0.34,1
CWC15,0.1014103778916,-0.05343799150361,0.534,0.461,1
RSRC1,0.102520715468082,-0.070631781473946,0.461,0.397,1
LARP7,0.102572918224905,-0.047756663978797,0.455,0.394,1
SLC4A7,0.102960969511468,-0.074747607455363,0.236,0.207,1
IRF2BPL,0.10348877493763,-0.052898795550473,0.368,0.325,1
ID1,0.103841822603484,0.24161479415666,0.393,0.364,1
TMF1,0.104102964278066,-0.05234877047825,0.486,0.417,1
HMCN1,0.10443923420579,-0.1123743650874,0.445,0.424,1
EIF2AK2,0.104473171156804,-0.057320909875516,0.42,0.362,1
ZNF131,0.104755319321962,-0.091012254670772,0.217,0.216,1
IP6K2,0.106018825892395,-0.080532547180056,0.317,0.275,1
THOC7,0.10645144567967,-0.047483322475681,0.555,0.483,1
TCIRG1,0.107865206135802,-0.057514688305425,0.279,0.246,1
IAH1,0.107952891648696,-0.02407873103766,0.554,0.483,1
MED11,0.108447277555223,-0.044519518236889,0.223,0.196,1
TFAM,0.108505971516288,-0.046280745376029,0.233,0.206,1
CYP20A1,0.109428827141702,-0.09200184011963,0.245,0.241,1
SMIM7,0.109968779959361,-0.081835370267319,0.572,0.518,1
LRPPRC,0.10997192972611,-0.043712992638499,0.214,0.189,1
TIA1,0.110393175385896,-0.067323447193667,0.29,0.254,1
RNF115,0.111050747738796,-0.102843240928168,0.435,0.405,1
XPC,0.112614492137643,-0.127050692423951,0.24,0.235,1
SMU1,0.113019417115507,-0.059570036732047,0.239,0.21,1
PAPSS1,0.113051574589335,-0.117497755052566,0.345,0.295,1
SVBP,0.113068273314627,-0.056495035403519,0.341,0.297,1
SKI,0.113341553483068,-0.132003879691863,0.374,0.354,1
GTF2I,0.113688047521027,-0.098505606750294,0.539,0.5,1
SERINC3,0.114287034106774,-0.118468721681169,0.529,0.479,1
SMIM26,0.114647506123309,-0.040124830963716,0.575,0.499,1
CEBPZOS,0.11503826099787,-0.043861576230133,0.232,0.205,1
DNAJC21,0.115669127859118,-0.045689656989171,0.415,0.363,1
NCBP3,0.116097424271811,-0.048717390394538,0.233,0.205,1
TTC17,0.116912218313576,-0.094727828606438,0.264,0.258,1
ANPEP,0.117073498530446,0.058425318070942,0.522,0.477,1
CLK1,0.117293949943852,-0.068205207274109,0.465,0.441,1
ZC3HAV1,0.117767160125191,-0.05958514371247,0.289,0.255,1
GALK1,0.117914547717889,-0.048215358503465,0.312,0.273,1
KLF3,0.118670976295085,-0.066008322521994,0.405,0.354,1
NSD1,0.119482909570803,-0.115777430531259,0.335,0.322,1
RXRB,0.119942918421177,-0.050270250875115,0.208,0.184,1
CHD1,0.12052187960977,-0.051418856896119,0.278,0.244,1
GNA11,0.120768559252111,-0.10873203241491,0.242,0.236,1
NCL,0.121288387352548,-0.059793254298052,0.736,0.675,1
DHRS7,0.121532616812161,0.003961837788793,0.58,0.51,1
ZFR,0.122378366903381,-0.066821955412026,0.359,0.312,1
VAMP3,0.123456689266035,-0.036947161791477,0.332,0.291,1
SUPT16H,0.123927891668547,-0.121095046693886,0.371,0.347,1
ENDOG,0.124187470205496,-0.10017868868044,0.228,0.223,1
AKR7A2,0.124495499623561,-0.077865136673179,0.55,0.487,1
AAMP,0.124633700096237,-0.047956238149569,0.392,0.34,1
TULP3,0.124662998761599,-0.112673578864467,0.272,0.261,1
RAP1A,0.125031225625494,-0.046138869862009,0.45,0.393,1
RBM3,0.125122104401382,0.041158642678527,0.851,0.818,1
PHF20,0.126596145377328,-0.033558357459651,0.372,0.327,1
CTSK,0.127163773257187,-0.017444412650066,0.904,0.899,1
PRDM2,0.127211060133302,-0.117479807770935,0.325,0.31,1
NUCB1,0.127428936999003,-0.082778127217728,0.734,0.681,1
RSBN1L,0.128081751354792,-0.112524394872215,0.392,0.365,1
SNUPN,0.128856096245738,-0.058273144584836,0.233,0.204,1
BRK1,0.130835201816203,-0.033070946313947,0.773,0.715,1
HPF1,0.130872888548556,-0.073718842737118,0.367,0.319,1
FZD7,0.132413925136668,-0.032663544486727,0.361,0.324,1
TRIP6,0.132454298156502,-0.049218387243425,0.519,0.456,1
ZFAS1,0.132499090691275,-0.05555285485183,0.787,0.725,1
TOB2,0.133066510533669,-0.131707222119405,0.272,0.263,1
SMAD4,0.133093358720612,-0.050593515506939,0.248,0.219,1
NSMCE4A,0.134576437189353,-0.089788539048387,0.219,0.217,1
CNOT4,0.135889138830059,-0.104167238195998,0.354,0.333,1
COL6A3,0.135963967036694,0.019219858647423,0.962,0.973,1
GGNBP2,0.136708149424004,-0.055168092955455,0.495,0.428,1
MARCH6,0.13752358379232,-0.052378871971807,0.339,0.3,1
CDC40,0.138081587165455,-0.096372638007047,0.319,0.306,1
COL15A1,0.138874532591939,-0.031473272160039,0.551,0.546,1
HERC2,0.139182381736823,-0.047912034270741,0.237,0.212,1
MTIF3,0.139732356875797,-0.136191339857981,0.41,0.379,1
IGF2R,0.140069098459845,-0.106145033465826,0.337,0.32,1
CHMP2A,0.141046074995911,-0.010960631984084,0.728,0.647,1
UBQLN2,0.142423826838617,-0.054688101151521,0.206,0.183,1
PTGIR,0.142557856585609,-0.04308827953734,0.262,0.234,1
SAFB2,0.143275958630685,-0.069453840144253,0.268,0.237,1
RNF24,0.143439370534893,-0.053491777397626,0.441,0.385,1
REEP5,0.143547125810058,-0.072260458174563,0.743,0.679,1
ANXA6,0.143950263625939,-0.090902402124865,0.603,0.556,1
ATF2,0.144399333615713,-0.043214689648715,0.215,0.191,1
MPHOSPH10,0.14443144234623,-0.072354345051888,0.408,0.357,1
SLC38A10,0.144755768656864,-0.072757715641694,0.4,0.349,1
ZNF644,0.145164942506903,-0.115576259351922,0.314,0.3,1
CDC14B,0.145377377113458,-0.084004902446545,0.201,0.201,1
ATXN2,0.145484689228002,-0.08497624741553,0.299,0.289,1
ZNF652,0.146654877377718,-0.060515943725302,0.306,0.27,1
PGRMC2,0.146727696416385,-0.068674235582814,0.526,0.456,1
C1RL,0.146914244076899,-0.038255906536176,0.31,0.276,1
COMMD6,0.147714470867622,-0.004024881215879,0.814,0.762,1
ZNF322,0.147846109237131,-0.099033445131143,0.248,0.241,1
EIF2S3,0.148084427013848,-0.075573761973192,0.443,0.385,1
DNPEP,0.148299552090516,-0.095847815667393,0.32,0.307,1
THUMPD3-AS1,0.14831083392603,-0.10324622945235,0.308,0.298,1
INTS10,0.148385278431462,-0.07773000845208,0.403,0.348,1
SYF2,0.14868234151114,-0.044413317989657,0.603,0.516,1
FMC1,0.149084834023937,-0.057013964251308,0.225,0.199,1
ZBED1,0.149495723017259,-0.051446375802842,0.262,0.232,1
PEX2,0.149567399322775,-0.050513374216378,0.249,0.22,1
CLTC,0.150231399638249,-0.062831936935877,0.587,0.51,1
NELFB,0.150594297018606,-0.056055582158885,0.245,0.215,1
PPP1R15B,0.151072414408208,-0.050196983322045,0.22,0.195,1
TSN,0.151466011556395,-0.054575088553036,0.287,0.251,1
MXRA8,0.151747518952083,0.042597477086226,0.874,0.833,1
MYOF,0.15215803343395,-0.145147366926218,0.443,0.404,1
STT3B,0.153131333318325,-0.055528273529413,0.396,0.347,1
HAX1,0.153903575346191,-0.043894408941341,0.435,0.38,1
CAMKK2,0.154925386960237,-0.069023096281029,0.225,0.197,1
PPP1R12C,0.155259379597889,-0.035531763627991,0.207,0.184,1
RTF1,0.155595163167065,-0.055748227285304,0.617,0.536,1
ARMC1,0.155705031748134,-0.055119609080798,0.215,0.19,1
ELF1,0.155884328084646,-0.050648467122299,0.402,0.351,1
DTD1,0.156338610070333,-0.05176497895633,0.314,0.276,1
HUWE1,0.156703128216182,-0.067973457478109,0.291,0.256,1
CASP7,0.156961679709877,-0.063413785390432,0.228,0.202,1
GCSH,0.157074330337278,-0.131645204364006,0.382,0.355,1
RAB3GAP1,0.157141432751472,-0.072852431953255,0.26,0.23,1
ZBTB1,0.159069083136065,-0.046923480215123,0.217,0.194,1
RBMS1,0.159976149407856,-0.01641047274689,0.673,0.589,1
USP48,0.161129228036016,-0.090740236530145,0.286,0.276,1
PPP4R3A,0.16170926667865,-0.057894257011154,0.24,0.213,1
SNRNP70,0.161802335980928,-0.033628408352912,0.595,0.522,1
UFSP2,0.162950141446532,-0.097417640522114,0.294,0.282,1
KRIT1,0.163642822404132,-0.120903439064245,0.292,0.278,1
ID4,0.163659778062059,-0.076546815766839,0.251,0.252,1
TIAL1,0.163674384417334,-0.062983271202982,0.411,0.358,1
MAN1A2,0.163706409697365,-0.061948217475976,0.421,0.363,1
COA5,0.16390066454692,-0.070282305784635,0.233,0.205,1
TAF12,0.164904280084469,-0.07980781179471,0.352,0.305,1
PYCARD,0.165751129602573,-0.062135488508204,0.296,0.26,1
THAP12,0.166319934769006,-0.089223677197867,0.211,0.208,1
TPST1,0.166394207998046,-0.145162800067487,0.346,0.325,1
SPEN,0.166549839376217,-0.090848678638146,0.306,0.296,1
RPL32,0.166697003420168,-0.028660563764332,0.974,0.986,1
SLTM,0.167455993307286,-0.074930314650463,0.497,0.433,1
CANX,0.167554613643354,-0.058812231564588,0.76,0.692,1
CREG1,0.170108024900115,-0.025841878080482,0.468,0.416,1
YIPF6,0.17110442136384,-0.069992570091702,0.289,0.254,1
CD164,0.172142039966708,-0.002787917442997,0.698,0.618,1
RPS27A,0.173234018457549,-0.025139736052118,0.974,0.987,1
UBE2D2,0.174332138833266,-0.037827776897158,0.603,0.526,1
LARP1,0.176405669489,-0.064932903848928,0.356,0.313,1
FAM120AOS,0.177018151071415,-0.099724792310193,0.282,0.272,1
ARL6IP1,0.17893256797247,-0.050374201912444,0.363,0.322,1
GRN,0.178990483028472,-0.081701272766382,0.769,0.71,1
DCP1A,0.179554104654814,-0.062638247475609,0.23,0.204,1
KDSR,0.181126445330933,-0.03619028485514,0.496,0.435,1
AHCYL1,0.181392760034968,-0.103598819185001,0.486,0.446,1
PHAX,0.182371966173495,-0.073432613204484,0.347,0.303,1
SRSF6,0.184134641037355,-0.08193012593002,0.385,0.334,1
TIMMDC1,0.184149858273674,-0.062791874305825,0.395,0.344,1
IGBP1,0.185697578303017,-0.103202373702536,0.423,0.391,1
ZNF148,0.186190616847341,-0.061276839036244,0.351,0.309,1
SPPL3,0.18900960407724,-0.063814754161793,0.297,0.263,1
ABCA1,0.189369352774641,-0.045782328378687,0.231,0.208,1
EBAG9,0.189523000411675,-0.049057108147697,0.257,0.23,1
DNAJC10,0.189818976804256,-0.062507414912603,0.377,0.33,1
STK24,0.190014910513398,-0.074829727848351,0.337,0.321,1
VPS4B,0.191012033599656,-0.117130305879917,0.312,0.295,1
PUM2,0.191771136475784,-0.084242460123039,0.24,0.212,1
COMMD3,0.192488173077884,-0.082036207131111,0.483,0.417,1
CDC42,0.192698024346027,0.013926859824303,0.812,0.749,1
GLT8D1,0.193422563469307,-0.104221954736235,0.486,0.446,1
SUMF2,0.195153890984861,-0.065890279947799,0.492,0.42,1
SCFD1,0.197508588177987,-0.124353587495244,0.38,0.352,1
